Nb_var,var_1,var_2,var_3,focus,flesh_int,skin_int,leaf_int,vime_int,back_leaf_int,Start,var_type_gov,var_type,Maturity,GPS.Latitude,GPS.Longitude,GPS.Altitude,GPS.Accuracy,skin_enu,flesh_enu,leaf_enu,vime_enu,back_leaf_enu,Pic_leaf,Sex,start,end,deviceid,ID,ID_plate,ID_lab_2,ID_lab,BinID,var_type_DNA,DNA_IV_match,PhenID_DNA,skin_DNA,flesh_DNA,leaf_DNA,leaf_DNA_b,vime_DNA,back_leaf_DNA,Maturity_DNA
one,,,,Fino,orange,white,hearthshapedtr,purple,purple,4,improved,traditional,5,NA,NA,1812.026928,4,white,orange,type_1__hearth,purple,purple,XXXXXXXX,1,Wed Jan 28 06:25:58 UTC 2015,Wed Jan 28 06:32:47 UTC 2015,6C:B7:F4:79:79:EF,7gt1,3,E5,245,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Fino,orange,white,with_5_nodes,green,purple,3,traditionnal,improved,3,NA,NA,1932.031581,4,white,orange,type_3__handsh,purple,purple,XXXXXXXX,1,Mon Jan 26 07:44:06 UTC 2015,Mon Jan 26 07:48:54 UTC 2015,6C:B7:F4:79:79:D9,5kb3,2,G9,177,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Gadisa,orange,white,hearthshapedtr,green,green,7,improved,traditional,6,NA,NA,1892.137803,4,redpink,white,type_2__with_3,green,green,XXXXXXXX,1,Thu Jan 22 06:25:24 UTC 2015,Thu Jan 22 06:39:27 UTC 2015,6C:B7:F4:79:79:EF,1GT1,1,B11,23,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Gadisa,white,redpink,type_1__hearth,green,green,4,traditionnal,improved,4,NA,NA,1901.334553,4,white,orange,type_1__hearth,green,green,XXXXXXXX,1,Thu Jan 22 08:32:20 UTC 2015,Thu Jan 22 08:39:14 UTC 2015,6C:B7:F4:79:79:D9,1KB6,1,D2,38,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Gadisa,white,redpink,type_2__with_3,green,green,1,improved,improved,6,NA,NA,1911.273199,8,redpink,white,type_2__with_3,green,green,XXXXXXXX,1,Wed Jan 21 11:33:06 UTC 2015,Wed Jan 21 11:51:49 UTC 2015,6C:B7:F4:79:7A:25,0AT1,1,A1,1,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Gadisa,white,redpink,type_1__hearth,green,purple,6,traditionnal,improved,5,NA,NA,1921.88873,4,redpink,white,type_1__hearth,green,green,XXXXXXXX,1,Wed Jan 21 09:32:50 UTC 2015,Wed Jan 21 12:15:13 UTC 2015,6C:B7:F4:79:79:EF,0GT1,1,A3,3,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Gadisa,white,redpink,type_1__hearth,green,green,3,traditionnal,improved,6,NA,NA,1886.603622,4,redpink,white,type_2__with_3,green,green,XXXXXXXX,1,Thu Jan 22 07:17:25 UTC 2015,Thu Jan 22 07:21:37 UTC 2015,6C:B7:F4:79:7A:25,1AT5,1,A9,9,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Gadisa,white,redpink,type_1__hearth,green,purple,1,improved,improved,5,NA,NA,1900.309281,4,redpink,white,type_2__with_3,green,green,XXXXXXXX,1,Thu Jan 22 07:28:43 UTC 2015,Thu Jan 22 07:36:00 UTC 2015,6C:B7:F4:79:7A:25,1AT6,1,A10,10,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Gadisa,white,redpink,type_1__hearth,green,green,1,improved,improved,6,NA,NA,1879.972769,6,redpink,white,type_1__hearth,green,green,XXXXXXXX,1,Thu Jan 22 07:41:31 UTC 2015,Thu Jan 22 07:47:07 UTC 2015,6C:B7:F4:79:7A:25,1AT7,1,A11,11,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Gadisa,white,redpink,type_1__hearth,green,purple,8,improved,improved,5,NA,NA,1891.069173,4,redpink,white,type_1__hearth,green,green,XXXXXXXX,1,Thu Jan 22 07:59:10 UTC 2015,Thu Jan 22 08:04:26 UTC 2015,6C:B7:F4:79:7A:25,1AT8,1,A12,12,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Gadisa,white,redpink,type_1__hearth,green,purple,24,traditionnal,improved,5,NA,NA,1907.305925,4,redpink,white,type_1__hearth,green,green,XXXXXXXX,1,Thu Jan 22 06:26:13 UTC 2015,Thu Jan 22 09:56:55 UTC 2015,6C:B7:F4:79:79:DD,1EZ1,1,B1,13,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Gadisa,white,redpink,type_1__hearth,green,green,6,traditionnal,improved,5,NA,NA,1911.37877,4,redpink,white,type_1__hearth,green,green,XXXXXXXX,1,Thu Jan 22 07:20:20 UTC 2015,Thu Jan 22 09:54:33 UTC 2015,6C:B7:F4:79:79:DD,1EZ4,1,B5,17,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Gadisa,white,redpink,type_1__hearth,green,purple,10,traditionnal,improved,6,NA,NA,1905.259253,4,redpink,white,type_2__with_3,green,green,XXXXXXXX,1,Thu Jan 22 08:50:09 UTC 2015,Thu Jan 22 09:05:16 UTC 2015,6C:B7:F4:79:79:DD,1EZ7,1,B8,20,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Gadisa,white,redpink,type_2__with_3,green,purple,2,traditionnal,improved,5,NA,NA,1885.096939,4,redpink,white,type_1__hearth,green,green,XXXXXXXX,1,Thu Jan 22 07:08:24 UTC 2015,Thu Jan 22 07:18:38 UTC 2015,6C:B7:F4:79:79:EF,1GT3,1,C1,25,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Gadisa,white,redpink,type_1__hearth,green,purple,4,traditionnal,improved,6,NA,NA,1888.127221,4,redpink,white,type_1__hearth,green,green,XXXXXXXX,1,Thu Jan 22 07:21:01 UTC 2015,Thu Jan 22 07:31:43 UTC 2015,6C:B7:F4:79:79:EF,1GT4,1,C2,26,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Gadisa,white,redpink,type_1__hearth,green,green,3,traditionnal,improved,5,NA,NA,1885.07484,4,redpink,white,type_1__hearth,green,green,XXXXXXXX,1,Thu Jan 22 08:14:04 UTC 2015,Thu Jan 22 08:19:47 UTC 2015,6C:B7:F4:79:79:EF,1GT7,1,C5,29,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Gadisa,white,redpink,type_1__hearth,green,green,4,traditionnal,improved,5,NA,NA,1913.06771,4,redpink,white,type_1__hearth,green,green,XXXXXXXX,1,Thu Jan 22 09:05:46 UTC 2015,Thu Jan 22 09:13:51 UTC 2015,6C:B7:F4:79:79:EF,1GT8,1,C6,30,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
two,Gadesa,Kulfo,,Gadisa,white,redpink,type_1__hearth,green,green,6,traditionnal,improved,5,NA,NA,1913.644395,4,redpink,white,type_1__hearth,green,green,XXXXXXXX,1,Thu Jan 22 07:13:24 UTC 2015,Thu Jan 22 07:22:19 UTC 2015,6C:B7:F4:79:79:D9,1KB3,1,C11,35,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Gadisa,white,redpink,type_1__hearth,purple,green,6,traditionnal,improved,6,NA,NA,1915.587554,4,redpink,white,type_1__hearth,green,green,XXXXXXXX,1,Thu Jan 22 07:23:51 UTC 2015,Thu Jan 22 07:33:19 UTC 2015,6C:B7:F4:79:79:D9,1KB4,1,C12,36,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Gadisa,white,redpink,type_1__hearth,green,purple,3,traditionnal,improved,6,NA,NA,1905.025997,4,redpink,white,type_1__hearth,green,green,XXXXXXXX,1,Thu Jan 22 08:18:43 UTC 2015,Thu Jan 22 08:26:30 UTC 2015,6C:B7:F4:79:79:D9,1KB5,1,D1,37,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
two,Gadesa,Peno,,Gadisa,white,redpink,type_2__with_3,purple,purple,1,traditionnal,improved,5,NA,NA,1917.476567,4,redpink,white,type_5__hearth,green,green,XXXXXXXX,0,Thu Jan 22 08:59:11 UTC 2015,Thu Jan 22 09:08:49 UTC 2015,6C:B7:F4:79:79:D9,1KB8,1,D4,40,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Gadisa,white,redpink,type_1__hearth,green,purple,6,improved,improved,5,NA,NA,1872.584141,4,redpink,white,type_1__hearth,green,green,XXXXXXXX,0,Fri Jan 23 08:53:38 UTC 2015,Fri Jan 23 09:02:56 UTC 2015,6C:B7:F4:79:7A:25,2at7 ,1,D12,48,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Gadisa,white,redpink,type_1__hearth,green,green,3,traditionnal,improved,6,NA,NA,1865.720203,4,redpink,white,type_1__hearth,green,green,XXXXXXXX,1,Fri Jan 23 07:12:11 UTC 2015,Fri Jan 23 07:18:11 UTC 2015,6C:B7:F4:79:79:EF,2gt2,1,E11,59,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Gadisa,white,redpink,type_1__hearth,green,purple,6,improved,improved,6,NA,NA,1878.2118,4,redpink,white,type_1__hearth,green,green,XXXXXXXX,1,Fri Jan 23 07:34:48 UTC 2015,Fri Jan 23 07:43:08 UTC 2015,6C:B7:F4:79:79:D9,2kb2,1,F7,67,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
two,Hawsa83,Gadesa,,Gadisa,white,redpink,type_1__hearth,green,purple,6,traditionnal,improved,5,NA,NA,1856.580324,4,redpink,white,type_1__hearth,green,green,XXXXXXXX,1,Tue Jan 27 06:35:16 UTC 2015,Tue Jan 27 06:46:54 UTC 2015,6C:B7:F4:79:79:D9,6kb1,3,B10,214,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Gadisa,white,redpink,type_1__hearth,green,green,3,improved,traditional,6,NA,NA,1914.358524,4,redpink,white,type_1__hearth,green,green,XXXXXXXX,1,Thu Jan 22 06:44:56 UTC 2015,Thu Jan 22 09:52:54 UTC 2015,6C:B7:F4:79:79:DD,1EZ2,1,B3,15,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Gadisa,white,redpink,type_1__hearth,purple,purple,6,improved,traditional,5,NA,NA,1894.799786,4,redpink,white,type_1__hearth,green,purple,XXXXXXXX,0,Thu Jan 22 06:43:58 UTC 2015,Thu Jan 22 06:56:44 UTC 2015,6C:B7:F4:79:79:EF,1GT2,1,B12,24,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Gadisa,white,redpink,type_1__hearth,green,green,5,improved,traditional,6,NA,NA,1886.296719,4,redpink,white,type_1__hearth,green,green,XXXXXXXX,1,Thu Jan 22 07:57:51 UTC 2015,Thu Jan 22 08:05:18 UTC 2015,6C:B7:F4:79:79:EF,1GT6,1,C4,28,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Gadisa,white,redpink,type_1__hearth,purple,purple,10,improved,traditional,6,NA,NA,1907.638882,4,redpink,white,type_1__hearth,green,green,XXXXXXXX,0,Thu Jan 22 09:28:03 UTC 2015,Thu Jan 22 09:34:35 UTC 2015,6C:B7:F4:79:79:D9,1KB11,1,C9,33,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Gadisa,white,redpink,type_1__hearth,green,purple,4,traditionnal,traditional,6,NA,NA,1906.48444,4,redpink,white,type_5__hearth,green,green,XXXXXXXX,1,Thu Jan 22 08:42:52 UTC 2015,Thu Jan 22 08:52:18 UTC 2015,6C:B7:F4:79:79:D9,1KB7,1,D3,39,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Gadisa,white,redpink,type_1__hearth,green,green,1,improved,traditional,7,NA,NA,1876.99823,4,redpink,white,type_1__hearth,green,green,XXXXXXXX,1,Fri Jan 23 07:11:13 UTC 2015,Fri Jan 23 07:21:28 UTC 2015,6C:B7:F4:79:7A:25,2at1,1,D6,42,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Gadisa,white,redpink,type_2__with_3,green,green,1,improved,traditional,6,NA,NA,1878.577258,4,redpink,white,type_1__hearth,green,green,XXXXXXXX,0,Fri Jan 23 09:13:25 UTC 2015,Fri Jan 23 09:18:17 UTC 2015,6C:B7:F4:79:7A:25,2at8 ,1,E1,49,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
two,Awassa83,Gadesa,,Awassa83,white,redpink,type_1__hearth,green,green,1,improved,traditional,6,NA,NA,1872.51095,4,redpink,white,type_1__hearth,green,green,XXXXXXXX,0,Fri Jan 23 07:15:54 UTC 2015,Fri Jan 23 09:12:14 UTC 2015,6C:B7:F4:79:79:DD,2Ez2 ,1,E3,51,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Gadisa,white,redpink,type_1__hearth,green,green,4,improved,traditional,7,NA,NA,1875.310112,4,redpink,white,type_1__hearth,green,green,XXXXXXXX,1,Fri Jan 23 07:30:32 UTC 2015,Fri Jan 23 07:36:53 UTC 2015,6C:B7:F4:79:79:DD,2Ez3,1,E4,52,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
two,Tulo (pesisa),Gadisa,,Gadisa,white,redpink,type_1__hearth,green,green,3,improved,traditional,6,NA,NA,1871.874545,4,redpink,white,type_1__hearth,green,green,XXXXXXXX,0,Fri Jan 23 07:37:46 UTC 2015,Fri Jan 23 08:03:50 UTC 2015,6C:B7:F4:79:79:DD,2Ez4 ,1,E5,53,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Gadisa,white,redpink,type_1__hearth,green,green,2,improved,traditional,6,NA,NA,1870.862156,4,redpink,white,type_1__hearth,green,green,XXXXXXXX,1,Fri Jan 23 07:24:55 UTC 2015,Fri Jan 23 07:30:29 UTC 2015,6C:B7:F4:79:79:EF,2gt3,1,E12,60,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
two,Gadesa,Tulo,,Gadisa,white,white,type_4__with_5,purple,purple,6,traditionnal,improved,6,NA,NA,1911.28842,4,redpink,white,type_2__with_3,green,green,XXXXXXXX,1,Thu Jan 22 06:27:03 UTC 2015,Thu Jan 22 06:41:01 UTC 2015,6C:B7:F4:79:79:D9,1KB1,1,C7,31,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Unknown,white,white,type_1__hearth,green,green,2,improved,improved,8,NA,NA,1861.792056,4,white,white,type_1__hearth,green,green,XXXXXXXX,1,Sat Jan 24 09:27:29 UTC 2015,Sat Jan 24 09:38:46 UTC 2015,6C:B7:F4:79:7A:25,3at9,1,G10,82,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Wolayita,white,white,type_4__with_5,green,green,1,improved,improved,7,NA,NA,1870.240407,4,white,white,type_1__hearth,green,green,XXXXXXXX,1,Sat Jan 24 06:55:21 UTC 2015,Sat Jan 24 07:01:56 UTC 2015,6C:B7:F4:79:79:D9,3kb1,2,A5,101,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
three,Welayita,Gadesa,Fisisa,Wolayita,white,white,type_1__hearth,green,green,4,improved,improved,8,NA,NA,1867.834364,4,white,white,type_1__hearth,green,green,XXXXXXXX,1,Sat Jan 24 09:08:48 UTC 2015,Sat Jan 24 09:16:51 UTC 2015,6C:B7:F4:79:79:D9,3kb10,2,A6,102,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,FAO,white,white,type_2__with_3,green,green,10,traditionnal,improved,4,NA,NA,1881.684713,4,white,white,type_2__with_3,green,green,XXXXXXXX,1,Sun Jan 25 12:37:29 UTC 2015,Sun Jan 25 12:47:02 UTC 2015,6C:B7:F4:79:7A:25,4at7,2,B9,117,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Wolayita,white,white,type_1__hearth,green,green,3,improved,traditional,6,NA,NA,1866.986694,4,white,white,type_1__hearth,green,green,XXXXXXXX,0,Sun Jan 25 11:38:49 UTC 2015,Sun Jan 25 11:44:15 UTC 2015,6C:B7:F4:79:79:EF,4gt2 ,2,C10,130,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,FAO,white,white,type_2__with_3,green,green,5,improved,traditional,3,NA,NA,1876.919409,4,white,white,type_2__with_3,green,green,XXXXXXXX,1,Sun Jan 25 11:56:45 UTC 2015,Sun Jan 25 12:07:35 UTC 2015,6C:B7:F4:79:79:EF,4gt4,2,C12,132,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Unknown,white,white,type_1__hearth,green,green,2,improved,traditional,6,NA,NA,1913.454315,4,white,white,type_2__with_3,green,green,XXXXXXXX,1,Mon Jan 26 08:27:53 UTC 2015,Mon Jan 26 08:34:03 UTC 2015,6C:B7:F4:79:7A:25,5at9,2,E11,155,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Wolayita,white,white,type_1__hearth,green,green,5,improved,traditional,6,NA,NA,1906.7233,4,white,white,type_1__hearth,green,green,XXXXXXXX,1,Mon Jan 26 08:26:19 UTC 2015,Mon Jan 26 08:38:53 UTC 2015,6C:B7:F4:79:79:DD,5EZ6,2,F5,161,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Wolayita,white,white,type_1__hearth,green,green,5,improved,traditional,5,NA,NA,1833.449377,4,white,white,type_1__hearth,green,green,XXXXXXXX,1,Tue Jan 27 08:57:31 UTC 2015,Tue Jan 27 09:08:31 UTC 2015,6C:B7:F4:79:79:EF,6gt7,3,B7,211,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Wolayita,white,white,type_1__hearth,green,green,5,improved,traditional,5,NA,NA,1816.826467,4,white,white,type_1__hearth,green,green,XXXXXXXX,1,Wed Jan 28 07:14:17 UTC 2015,Wed Jan 28 07:19:13 UTC 2015,6C:B7:F4:79:79:EF,7gt4,3,E8,248,2,improved,Awassa-83,WR1GG,redpink,white,type_1__hearth,1,green,green,5-6 months
one,,,,Wolayita,white,white,type_1__hearth,green,purple,5,traditionnal,improved,4,NA,NA,1920.159983,4,white,white,type_1__hearth,green,purple,XXXXXXXX,1,Mon Jan 26 08:02:36 UTC 2015,Mon Jan 26 08:11:41 UTC 2015,6C:B7:F4:79:7A:25,5at7,2,E9,153,29,Improved,Berkuma,WW1GP,white,white,type_1__hearth,1,green,purple,6-7 months
one,,,,FAO,white,white,type_1__hearth,purple,purple,2,traditionnal,improved,5,NA,NA,1868.862844,4,white,white,type_1__hearth,purple,purple,XXXXXXXX,1,Mon Jan 26 08:44:44 UTC 2015,Mon Jan 26 08:53:50 UTC 2015,6C:B7:F4:79:79:DD,5EZ7,2,F6,162,29,Improved,Berkuma,WW1GP,white,white,type_1__hearth,1,green,purple,6-7 months
two,Welayta,Fao,,Wolayita,white,white,type_2__with_3,green,purple,6,traditionnal,improved,4,NA,NA,1880.073414,4,white,white,type_1__hearth,green,green,XXXXXXXX,1,Mon Jan 26 08:52:53 UTC 2015,Mon Jan 26 09:00:41 UTC 2015,6C:B7:F4:79:79:D9,5kb6,2,G12,180,29,Improved,Berkuma,WW1GP,white,white,type_1__hearth,1,green,purple,6-7 months
one,,,,Unknown,white,white,type_4__with_5,green,green,1,improved,improved,4,NA,NA,1840.932092,4,white,white,type_4__with_5,green,green,XXXXXXXX,1,Tue Jan 27 08:09:18 UTC 2015,Tue Jan 27 08:35:27 UTC 2015,6C:B7:F4:79:7A:25,6at7,2,H8,188,29,Improved,Berkuma,WW1GP,white,white,type_1__hearth,1,green,purple,6-7 months
one,,,,Temesgen,white,white,type_4__with_5,green,purple,3,improved,improved,5,NA,NA,1825.421907,4,white,white,type_4__with_5,green,purple,XXXXXXXX,1,Wed Jan 28 08:03:51 UTC 2015,Wed Jan 28 08:08:33 UTC 2015,6C:B7:F4:79:79:DD,7EZ7,3,E2,242,29,Improved,Berkuma,WW1GP,white,white,type_1__hearth,1,green,purple,6-7 months
one,,,,Unknown,white,white,type_1__hearth,green,green,4,improved,traditional,6,NA,NA,1874.568289,4,white,white,type_1__hearth,green,green,XXXXXXXX,0,Sun Jan 25 11:44:35 UTC 2015,Mon Jan 26 08:24:38 UTC 2015,6C:B7:F4:79:79:DD,4EZ3 ,2,C2,122,29,Improved,Berkuma,WW1GP,white,white,type_1__hearth,1,green,purple,6-7 months
one,,,,Wolayita,white,white,type_1__hearth,green,green,10,improved,traditional,5,NA,NA,1931.807784,4,white,white,type_1__hearth,green,purple,XXXXXXXX,0,Mon Jan 26 07:33:43 UTC 2015,Mon Jan 26 08:49:10 UTC 2015,6C:B7:F4:79:7A:25,5at5,2,E7,151,29,Improved,Berkuma,WW1GP,white,white,type_1__hearth,1,green,purple,6-7 months
one,,,,Wolayita,white,white,type_1__hearth,green,green,5,improved,traditional,5,NA,NA,1940.691615,4,white,white,type_1__hearth,green,purple,XXXXXXXX,1,Mon Jan 26 07:43:08 UTC 2015,Mon Jan 26 07:50:42 UTC 2015,6C:B7:F4:79:7A:25,5at6,2,E8,152,29,Improved,Berkuma,WW1GP,white,white,type_1__hearth,1,green,purple,6-7 months
one,,,,Wolayita,white,white,type_1__hearth,green,purple,3,improved,traditional,6,NA,NA,1917.063509,4,white,white,type_5__hearth,green,green,XXXXXXXX,1,Mon Jan 26 06:59:46 UTC 2015,Mon Jan 26 07:07:00 UTC 2015,6C:B7:F4:79:79:DD,5EZ2,2,F1,157,29,Improved,Berkuma,WW1GP,white,white,type_1__hearth,1,green,purple,6-7 months
one,,,,Wolayita,white,white,type_1__hearth,green,green,8,improved,traditional,6,NA,NA,1919.50115,4,white,white,type_1__hearth,green,green,XXXXXXXX,1,Mon Jan 26 07:51:24 UTC 2015,Mon Jan 26 08:00:02 UTC 2015,6C:B7:F4:79:79:DD,5EZ5,2,F4,160,29,Improved,Berkuma,WW1GP,white,white,type_1__hearth,1,green,purple,6-7 months
one,,,,Wolayita,white,white,type_1__hearth,green,green,5,improved,traditional,5,NA,NA,1831.421003,4,white,white,type_1__hearth,green,purple,XXXXXXXX,1,Tue Jan 27 07:00:56 UTC 2015,Tue Jan 27 07:18:18 UTC 2015,6C:B7:F4:79:79:DD,6EZ3,3,A6,198,29,Improved,Berkuma,WW1GP,white,white,type_1__hearth,1,green,purple,6-7 months
one,,,,Wolayita,white,white,type_1__hearth,purple,green,20,improved,traditional,4,NA,NA,1848.871165,4,white,white,type_1__hearth,green,purple,XXXXXXXX,1,Tue Jan 27 08:11:49 UTC 2015,Tue Jan 27 08:17:51 UTC 2015,6C:B7:F4:79:79:D9,6kb7,3,C8,224,29,Improved,Berkuma,WW1GP,white,white,type_1__hearth,1,green,purple,6-7 months
one,,,,Tula,orange,white,handshaped__na,purple,green,3,traditionnal,improved,5,NA,NA,1848.497551,4,white,orange,type_3__handsh,purple,purple,XXXXXXXX,1,Tue Jan 27 06:31:35 UTC 2015,Tue Jan 27 06:40:28 UTC 2015,6C:B7:F4:79:7A:25,6at1,2,H2,182,112,Improved,Kudade,WW4GG,white,white,type_4__with_5,4,green,green,3-4 months
one,,,,Mekesi (Temesgen),orange,white,with_5_nodes,green,green,6,improved,traditional,5,NA,NA,1834.498452,4,white,orange,type_4__with_5,green,green,XXXXXXXX,1,Tue Jan 27 08:29:25 UTC 2015,Tue Jan 27 09:48:20 UTC 2015,6C:B7:F4:79:79:DD,6EZ10,2,H12,192,112,Improved,Kudade,WW4GG,white,white,type_4__with_5,4,green,green,3-4 months
two,Kulfo,Gadesa,,Kulfo,orange,white,handshaped__na,green,green,6,traditionnal,improved,5,NA,NA,1903.568007,4,redpink,white,type_2__with_3,green,green,XXXXXXXX,1,Thu Jan 22 06:44:57 UTC 2015,Thu Jan 22 06:56:07 UTC 2015,6C:B7:F4:79:79:D9,1KB2,1,C10,34,112,Improved,Kudade,WW4GG,white,white,type_4__with_5,4,green,green,3-4 months
three,Welayta,Temesign,Gadesa,Temesgen,orange,white,with_5_nodes,purple,green,9,traditionnal,improved,4,NA,NA,1847.203174,4,redpink,white,type_2__with_3,green,green,XXXXXXXX,1,Wed Jan 28 06:32:19 UTC 2015,Wed Jan 28 06:39:01 UTC 2015,6C:B7:F4:79:79:D9,7kb2,3,E12,252,112,Improved,Kudade,WW4GG,white,white,type_4__with_5,4,green,green,3-4 months
two,Gadesa,Temesign,,Temesgen,orange,white,with_5_nodes,green,green,9,traditionnal,improved,4,NA,NA,1844.531056,4,redpink,white,type_4__with_5,green,green,XXXXXXXX,1,Wed Jan 28 06:44:25 UTC 2015,Wed Jan 28 06:50:23 UTC 2015,6C:B7:F4:79:79:D9,7kb3,3,F1,253,112,Improved,Kudade,WW4GG,white,white,type_4__with_5,4,green,green,3-4 months
more_than_thre,Gadesa,Welayta,Fisisa,Temesgen,orange,white,with_5_nodes,green,green,6,traditionnal,improved,4,NA,NA,1832.491833,4,redpink,white,type_4__with_5,green,green,XXXXXXXX,1,Wed Jan 28 07:05:55 UTC 2015,Wed Jan 28 07:11:38 UTC 2015,6C:B7:F4:79:79:D9,7kb4,3,F2,254,112,Improved,Kudade,WW4GG,white,white,type_4__with_5,4,green,green,3-4 months
one,,,,Mekes,white,redpink,type_6__with_5,green,green,6,traditionnal,improved,4,NA,NA,1850.965683,4,redpink,white,type_6__with_5,green,green,XXXXXXXX,1,Wed Jan 28 08:42:18 UTC 2015,Wed Jan 28 08:48:21 UTC 2015,6C:B7:F4:79:7A:25,7at8,3,D6,234,112,Improved,Kudade,WW4GG,white,white,type_4__with_5,4,green,green,3-4 months
two,Temesigen,Tula,,Temesgen,white,white,type_6__with_5,green,green,4,traditionnal,improved,3,NA,NA,1842.742536,4,white,white,type_2__with_3,green,green,XXXXXXXX,1,Tue Jan 27 09:03:23 UTC 2015,Tue Jan 27 09:08:41 UTC 2015,6C:B7:F4:79:79:D9,6kb11,3,B12,216,112,Improved,Kudade,WW4GG,white,white,type_4__with_5,4,green,green,3-4 months
one,,,,Temesgen,white,white,type_4__with_5,green,purple,3,traditionnal,improved,3,NA,NA,1838.139748,4,white,white,type_2__with_3,green,green,XXXXXXXX,1,Tue Jan 27 09:15:15 UTC 2015,Tue Jan 27 09:20:04 UTC 2015,6C:B7:F4:79:79:D9,6kb13,3,C2,218,112,Improved,Kudade,WW4GG,white,white,type_4__with_5,4,green,green,3-4 months
